age,birth_date,college,retirement_status,years_played,height,player_name,position,weight_lbs,year_start,year_end
29,8/26/1987,Arkansas State,Active,9,74,"Johnson, David",TE,260,,
53,2/28/1964,Akron,Retired,1,74,"Pasquale, Ron",,266,1987,1987
26,3/30/1991,Pittsburgh,Active,4,75,"Street, Devin",WR,200,,
26,12/12/1990,USC,Active,7,77,"Smith, Tyron",T,320,,
,3/28/1922,Boston College,Retired,5,73,"Naumetz, Fred",,222,1946,1950
,7/15/1887,William Jewell,Retired,1,71,"Martin, Ike",,190,1920,1920
,7/19/1920,Boston College,Retired,3,69,"Maznicki, Frank",,181,1942,1947
,12/14/1887,Marquette,Retired,1,67,"Hanley, Bo",,150,1920,1920
,7/22/1895,No College,Retired,1,70,"Gardella, Gus",,190,1922,1922
,10/13/1921,Indiana,Retired,4,72,"Saban, Lou",,202,1946,1949
45,2/1/1972,Brigham Young,Retired,1,76,"Ulufale, Mike",,284,1996,1996
56,6/1/1961,Brigham Young,Retired,1,75,"Kellermeyer, Doug",,275,1987,1987
49,4/12/1968,Brigham Young,Retired,1,77,"Fort, Neal",,279,1992,1992
,1/1/1965,Tennessee,Retired,9,73,"Galbreath, Harry",,295,1988,1996
,5/10/1915,Nebraska,Retired,1,72,"Alfson, Warren",,198,1941,1941
33,11/17/1983,Miami (Fla.),Active,1,79,"Winston, Eric",T,310,,
45,2/26/1972,Arizona,Retired,5,70,"Scurlock, Mike",,200,1995,1999
,5/2/1897,Penn State,Retired,1,72,"Ullery, Jiggs",,200,1922,1922
26,9/8/1990,Tennessee,Active,5,75,"Rivera, Mychal",TE,245,,
24,1/20/1993,Louisville,Active,3,75,"Parker, DeVante",WR,212,,
58,6/11/1958,Brigham Young,Retired,1,69,"O'Bard, Ronnie",,190,1985,1985
,12/14/1915,Oregon State,Retired,2,72,"Wendlick, Joe",,207,1940,1941
52,9/13/1964,Central State (Ohio),Retired,1,72,"Parker, Jerry",,227,1987,1987
42,7/12/1974,Cincinnati,Retired,7,75,"Garnes, Sam",,225,1997,2003
56,10/21/1960,Washington,Retired,4,74,"Mallory, Rick",,265,1985,1988
26,6/23/1990,Louisiana-Monroe,Active,2,76,"Milton, Keavon",OT,320,,
23,7/1/1993,Minnesota,Active,2,75,"Campbell, De'Vondre",OLB,234,,
24,7/29/1992,Houston,Active,2,74,"Frese, Nolan",LS,233,,
,9/28/1927,Detroit Mercy,Retired,5,74,"Finnin, Tom",,262,1953,1957
77,11/14/1939,U. of Pacific,Retired,2,71,"Reed, Bobby",,187,1962,1963
64,2/28/1953,Virginia Union,Retired,4,71,"Leonard, Tony",,170,1976,1979
30,2/14/1987,Norfolk State,Active,9,71,"Carey, Don",SS,202,,
44,9/6/1972,Alabama-Birmingham,Retired,1,75,"Evans, Josh",,280,1995,2004
54,5/1/1963,Texas Christian,Retired,1,73,"Maness, James",,174,1985,1985
,5/31/1923,Holy Cross,Retired,1,76,"Landrigan, Jim",,235,1947,1947
44,4/5/1973,Michigan State,Retired,1,76,"Banks, Tony",,229,1996,2005
54,3/23/1963,Missouri,Retired,1,72,"McBride, Adrian",,195,1987,1987
44,7/7/1972,New Mexico,Retired,6,75,"Case, Stoney",,201,1995,2000
23,4/17/1994,Mississippi,Active,2,75,"Core, Cody",WR,210,,
46,6/5/1971,UCLA,Retired,1,75,"Parker, Vaughn",,300,1994,2004
38,4/17/1979,Hofstra,Retired,1,72,"Todd, Joe",,218,2001,2001
39,7/5/1977,Baylor,Retired,6,74,"Thompson, Derrius",,220,1999,2004
73,5/21/1944,Miami (Fla.),Retired,1,71,"Banaszak, Pete",,210,1966,1978
81,1/21/1936,Florida,Retired,1,76,"Yeats, Jim",,245,1960,1960
45,1/14/1972,Cincinnati,Retired,2,73,"Davis, Mike",,195,1994,1995
53,5/31/1964,Iowa State,Retired,1,73,"Espinoza, Alex",,193,1987,1987
,4/11/1901,Baylor,Retired,1,71,"Hartzog, Bug",,195,1928,1928
44,12/17/1972,Kansas,Retired,1,73,"Davis, Don",,235,1996,2006
28,1/11/1989,LSU,Retired,1,76,"Peterson, Deangelo",,235,2012,2013
34,10/31/1982,Oklahoma State,Retired,9,76,"Bajema, Billy",,259,2005,2013
25,2/25/1992,Old Dominion,Active,1,72,"Pinkard, Larry",WR,196,,
72,6/1/1945,California,Retired,2,74,"Fetherston, Jim",,225,1968,1969
,4/11/1898,Coll. of Emporia,Retired,1,69,"Jaquith, Jim",,175,1926,1926
32,1/24/1985,Stanford,Retired,2,71,"Okwo, Michael",,235,2007,2008
38,3/22/1979,Florida State,Retired,6,74,"Gibson, Derrick",,215,2001,2006
49,10/23/1967,Colgate,Retired,1,73,"Jaworski, Matt",,227,1991,1991
44,7/11/1972,Memphis,Retired,1,71,"Irvin, Ken",,182,1995,2005
,10/1/1902,Haskell Indian,Retired,2,72,"Pappio, Joe",,189,1923,1930
107,7/8/1909,Gonzaga,Retired,2,69,"Peterson, Ike",,185,1935,1936
,10/25/1950,Tampa,Retired,9,80,"Matuszak, John",,282,1973,1981
,,Grove City,Retired,5,73,"Tallant, Dave",,205,1921,1925
43,8/18/1973,Ohio State,Retired,1,76,"Fickell, Luke",,264,1997,1997
51,8/22/1965,Texas A&M - Kingsville,Retired,1,75,"Fletcher, John",,293,1987,1987
84,7/16/1932,Kansas State,Retired,1,73,"Marciniak, Ron",,218,1955,1955
27,9/21/1989,Temple,Retired,5,72,"Jarrett, Jaiquawn",,196,2011,2015
74,6/6/1943,Queens (Canada),Retired,2,72,"Young, Jim",,205,1965,1966
47,5/13/1970,Louisiana Tech,Retired,1,73,"Evans, Doug",,188,1993,2003
41,2/1/1976,Tennessee,Retired,3,75,"Nash, Marcus",,195,1998,2000
41,1/22/1976,Tarleton State,Retired,1,76,"Dearth, James",,265,1999,2011
72,5/29/1945,Lenoir-Rhyne,Retired,1,71,"Campbell, Mike",,200,1968,1968
44,11/14/1972,Notre Dame,Retired,6,76,"Taylor, Aaron",,305,1994,1999
38,10/5/1978,Florida,Retired,5,74,"Palmer, Jesse",,219,2001,2006
,8/5/1900,Kansas State,Retired,3,72,"Randels, Proc",,180,1926,1928
,12/8/1912,Texas Christian,Retired,6,76,"Walls, Will",,214,1937,1943
29,9/27/1987,Arizona State,Retired,2,72,"Weber, Thomas",,204,2011,2012
,1/3/1943,Texas A&M-Commerce,Retired,3,77,"Walton, Sam",,270,1968,1971
38,6/26/1978,Colorado,Retired,1,71,"Barnes, Rashidi",,205,2000,2000
31,1/14/1986,Notre Dame,Retired,5,76,"Abiamiri, Victor",,267,2007,2011
34,12/28/1982,Montana State,Retired,3,73,"Jefferson, Mike",,206,2007,2009
,1/9/1928,Tennessee State,Retired,1,72,"Gilchrist, George",,260,1953,1953
,12/3/1894,Minnesota,Retired,1,73,"Baston, Bert",,170,1920,1920
29,2/27/1988,West Texas A&M,Retired,1,72,"Evans, Tae",,205,2011,2011
73,3/15/1944,LSU,Retired,1,77,"Masters, Billy",,240,1967,1976
39,11/6/1977,Mississippi,Retired,1,73,"Elam, Shane",,240,2001,2001
35,3/2/1982,Miami (Ohio),Active,1,77,"Roethlisberger, Ben",QB,240,,
62,7/20/1954,Tennessee,Retired,3,73,"McCartney, Ronnie",,220,1977,1979
,9/18/1898,Akron,Retired,5,67,"Daum, Red",,166,1922,1926
51,1/29/1966,Southern Mississippi,Retired,2,74,"Kirksey, William",,221,1990,1992
27,3/17/1990,Arkansas,Retired,1,72,"Thomas, Tramain",,204,2012,2012
25,2/12/1992,Western Oregon,Active,3,76,"Williams, Tyrell",WR,205,,
49,4/19/1968,San Jose State,Retired,2,69,"Canley, Sheldon",,195,1991,1992
69,12/18/1947,New Mexico Highlands,Retired,5,75,"Garrett, Len",,230,1971,1975
,5/1/1905,Iowa,Retired,1,73,"Jessen, Ernie",,250,1931,1931
26,4/4/1991,Marshall,Retired,1,75,"Jasperse, Chris",,292,2015,2015
31,3/7/1986,Rutgers,Retired,1,70,"Girault, Ron",,204,2008,2008
,3/6/1899,No College,Retired,1,,"Fitzgerald, Joe",,150,1920,1920
56,1/2/1961,Elmhurst,Retired,1,72,"Finch, Steve",,200,1987,1987
36,9/24/1980,LSU,Retired,6,71,"Toefield, LaBrandon",,235,2003,2008
29,8/13/1987,Rutgers,Active,9,72,"McCourty, Jason",DB,193,,
27,2/23/1990,Houston,Retired,1,72,"Saenz, Nick",,195,2012,2013
39,3/19/1978,Arkansas-Pine Bluff,Retired,9,74,"Wesley, Greg",,206,2000,2008
107,1/27/1910,Stanford,Retired,1,73,"O'Connor, Bob",,220,1935,1935
36,10/19/1980,Oregon State,Retired,2,74,"Seigler, Richard",,238,2004,2006
48,8/10/1968,Illinois,Retired,6,74,"Gardner, Moe",,265,1991,1996
,12/12/1906,Bucknell,Retired,1,68,"Hambacher, Ernie",,170,1929,1929
29,5/21/1988,South Carolina,Retired,5,71,"Lanning, Spencer",,200,2011,2015
,1/5/1902,Ohio State,Retired,1,69,"Schell, Herb",,175,1924,1924
52,1/26/1965,USC,Retired,7,74,"Anno, Sam",,230,1987,1993
75,5/17/1942,Louisville,Retired,6,76,"Kortas, Ken",,280,1964,1969
66,3/29/1951,Southeast Missouri State,Retired,4,75,"Peiffer, Dan",,252,1975,1980
30,5/17/1987,Kentucky,Retired,3,74,"Evans, DeQuin",,265,2011,2013
23,3/24/1994,LSU,Active,1,74,"Ferguson, Reid",LS,244,,
61,3/15/1956,Alabama,Retired,1,74,"Newsome, Ozzie",,232,1978,1990
36,1/3/1981,Mississippi,Active,1,76,"Manning, Eli",QB,218,,
51,4/5/1966,Memphis,Retired,1,77,"Dill, Scott",,294,1988,1997
61,1/17/1956,Nicholls State,Retired,1,70,"Rebowe, Rusty",,213,1978,1978
26,3/18/1991,Wisconsin,Active,5,76,"Frederick, Travis",C,318,,
,10/21/1937,Houston,Retired,1,77,"Linden, Errol",,260,1961,1970
,10/7/1921,Alabama,Retired,1,73,"Mancha, Vaughn",,230,1948,1948
63,12/10/1953,Eastern Michigan,Retired,7,70,"Chapman, Clarence",,185,1976,1985
,6/18/1901,Dartmouth,Retired,1,,"Patterson, Don",,1,1921,1921
,4/10/1917,Tennessee,Retired,1,71,"Bartholomew, Sam",,188,1941,1941
65,3/4/1952,Colorado,Retired,7,73,"Campbell, Gary",,218,1977,1983
,10/17/1923,UCLA,Retired,2,74,"Chambers, Bill",,230,1948,1949
94,10/1/1922,San Jose State,Retired,1,72,"Pifferini, Bob",,210,1949,1949
79,6/19/1937,Notre Dame,Retired,6,70,"Mack, Red",,180,1961,1966
81,9/22/1935,Houston,Retired,3,72,"Lewis, Hal",,200,1959,1962
33,5/22/1984,Missouri Southern State,Retired,2,72,"Barnett, Darren",,181,2007,2008
54,8/9/1962,Nebraska,Retired,1,73,"Orton, Greg",,265,1987,1987
55,7/18/1961,Texas,Retired,4,68,"Walls, Herkie",,159,1983,1987
25,6/27/1991,Dayton,Retired,1,72,"Sebetic, Kyle",,197,2014,2015
92,12/21/1924,Nevada,Retired,3,77,"Orlich, Dan",,215,1949,1951
27,3/2/1990,West Alabama,Active,4,71,"Butler, Malcolm",CB,190,,
,3/13/1905,Syracuse,Retired,1,71,"Archoska, Julie",,180,1930,1930
22,6/24/1994,Texas-San Antonio,Active,1,75,"Price, Brian",DT,318,,
,10/14/1902,Thiel,Retired,1,71,"Christman, Floyd",,180,1925,1925
55,8/15/1961,Dickinson,Retired,1,74,"Wandler, Todd",,272,1987,1987
,,Swarthmore,Retired,1,70,"Richards, Pete",,190,1927,1927
64,1/10/1953,Ohio State,Retired,4,73,"Elia, Bruce",,222,1975,1978
31,12/12/1985,Arizona,Retired,3,70,"Jennings, Chris",,219,2009,2011
65,2/24/1952,Louisiana Tech,Retired,1,75,"Dean, Fred",,230,1975,1985
34,4/8/1983,San Diego State,Retired,2,75,"Harvey, Jasper",,305,2006,2008
,10/28/1916,Temple,Retired,1,70,"Nichols, Allen",,205,1945,1945
92,6/6/1925,Navy,Retired,3,70,"Kelly, Bob",,190,1947,1949
52,5/14/1965,Boston College,Retired,1,69,"Martin, Kelvin",,162,1987,1996
34,8/20/1982,Southern Methodist,Retired,1,71,"Kincade, Keylon",,204,2006,2006
49,1/26/1968,Jacksonville State,Retired,1,71,"Davis, Eric",,185,1990,2002
61,6/17/1955,LSU,Retired,1,76,"Alexander, Dan",,260,1977,1989
26,2/18/1991,Nebraska,Active,5,73,"Stafford, Daimion",DB,218,,
23,1/30/1994,Washington State,Active,1,74,"Palacio, Kache",LB,225,,
29,12/21/1987,Florida,Retired,1,67,"James, Brandon",,176,2010,2010
37,6/26/1979,San Diego State,Retired,9,76,"Pitts, Chester",,308,2002,2010
23,3/18/1994,Notre Dame,Active,2,78,"Stanley, Ronnie",OT,320,,
56,5/4/1961,LSU,Retired,1,71,"Daniel, Eugene",,178,1984,1997
45,9/28/1971,Kansas State,Retired,2,73,"May, Chad",,219,1995,1996
24,6/1/1993,Florida State,Active,3,72,"Williams, P.J.",CB,196,,
34,2/23/1983,Missouri,Retired,2,74,"Palmer, Tony",,311,2006,2007
,3/30/1942,North Carolina,Retired,2,75,"Lacey, Bob",,205,1964,1965
54,1/22/1963,Memphis,Retired,3,76,"Walker, Jeff",,295,1986,1989
36,5/23/1981,West Virginia,Retired,1,70,"Frazier, Lance",,183,2004,2006
23,11/18/1993,Washington,Active,2,75,"Littleton, Cory",OLB,227,,
28,8/27/1988,Baylor,Retired,1,72,"Landor, Byron",,210,2011,2011
,5/27/1899,Purdue,Retired,1,69,"Rate, Ed",,170,1923,1923
68,6/28/1948,Morgan State,Retired,1,75,"Chester, Raymond",,232,1970,1981
30,6/12/1986,Tennessee,Retired,3,77,"Ainge, Erik",,221,2008,2010
60,1/21/1957,Oklahoma,Retired,4,76,"Irvin, Darrell",,259,1980,1983
,1/9/1940,Oregon,Retired,8,72,"Gaechter, Mike",,190,1962,1969
24,7/22/1992,Minnesota State,Active,2,77,"Reed, Chris",G,310,,
28,3/11/1989,California,Retired,2,75,"Cheadle, Justin",,305,2012,2013
51,1/25/1966,Idaho,Retired,1,75,"Schlereth, Mark",,287,1989,2000
,11/1/1968,Tennessee,Retired,6,77,"Dafney, Bernard",,324,1992,1997
,9/13/1899,No College,Retired,2,,"Sandberg, Artie",,192,1926,1929
29,3/2/1988,Florida,Retired,2,69,"Rainey, Chris",,180,2012,2014
26,2/9/1991,Rutgers,Active,5,71,"Ryan, Logan",DB,195,,
49,3/21/1968,Louisville,Retired,2,74,"Sander, Mark",,232,1992,1993
,10/7/1898,Gettysburg,Retired,1,70,"Nicely, Jim",,185,1930,1930
24,5/8/1993,Fayetteville State,Active,1,69,"Hubert, Chris",WR,170,,
24,4/23/1993,Oregon,Active,3,78,"Fisher, Jake",OT,305,,
,8/15/1899,West Virginia,Retired,1,70,"Seibert, Ed",,195,1923,1923
,1/2/1899,Colgate,Retired,2,72,"Leonard, Jim",,205,1923,1924
63,12/21/1953,Ohio State,Retired,1,71,"Cassady, Craig",,175,1977,1977
52,6/30/1964,Texas,Retired,1,73,"January, Mike",,234,1987,1987
25,8/13/1991,Cincinnati,Retired,1,77,"Beard, Camaron",,290,2015,2015
44,4/11/1973,Oregon State,Retired,1,72,"Tongue, Reggie",,204,1996,2005
31,5/20/1986,Texas,Retired,6,72,"Ogbonnaya, Chris",,225,2009,2014
31,4/22/1986,Northern Arizona,Retired,3,73,"Gerard, K.J.",,192,2009,2011
64,12/13/1952,Oklahoma State,Retired,1,71,"Pierson, Reggie",,185,1976,1976
26,4/22/1991,Tennessee-Martin,Active,4,74,"Butler, Jeremy",WR,213,,
25,11/12/1991,Miami (Fla.),Active,4,75,"Hurns, Allen",WR,201,,
60,5/16/1957,Nebraska,Retired,3,70,"Redwine, Jarvis",,203,1981,1983
25,2/25/1992,West Virginia,Active,2,69,"Alford, Mario",WR,180,,
,9/7/1934,Abilene Christian,Retired,1,72,"Goad, Paul",,195,1956,1956
29,4/7/1988,Baylor,Active,4,75,"Taylor, Phillip",DT,335,,
55,7/7/1961,Tulsa,Retired,7,75,"Hamel, Dean",,275,1985,1991
44,8/25/1972,Jackson State,Retired,6,76,"Perry, Marlo",,245,1994,1999
,6/17/1926,Dartmouth,Retired,2,74,"Jenkins, Jon",,225,1949,1950
23,9/23/1993,Miami (Fla.),Active,3,69,"Johnson, Duke",RB,210,,
25,5/29/1992,Texas A&M,Retired,2,68,"Malena, Ben",,200,2014,2015
53,10/29/1963,Muskingam,Retired,1,77,"Ours, Greg",,279,1987,1987
28,3/21/1989,Iowa,Active,8,77,"Bulaga, Bryan",T,314,,
24,3/7/1993,Florida,Active,3,74,"Jones, Matt",RB,232,,
28,12/6/1988,St. Augustine's,Retired,1,68,"Sanders, Walter",,220,2011,2011
83,7/25/1933,Southern Methodist,Retired,7,76,"Roach, John",,197,1956,1964
44,12/28/1972,South Dakota State,Active,2,72,"Vinatieri, Adam",K,206,,
36,3/12/1981,Alabama,Retired,1,76,"Bates, Todd",,252,2005,2005
38,2/1/1979,Florida,Retired,6,77,"Walker, Kenyatta",,302,2001,2007
24,12/2/1992,Texas A&M,Active,1,79,"Cheek, Joseph",OG,311,,
30,3/3/1987,Baylor,Retired,1,76,"Lamb, Jason",,284,2010,2010
55,8/26/1961,USC,Retired,1,73,"West, Troy",,205,1987,1987
,6/23/1925,Maryland,Retired,2,74,"Ladygo, Pete",,218,1952,1954
,9/9/1906,Oklahoma,Retired,2,70,"Gentry, Weldon",,195,1930,1931
,12/30/1921,Oregon,Retired,2,74,"Elliott, Charlie",,240,1947,1948
50,10/28/1966,Arkansas,Retired,1,75,"Atwater, Steve",,220,1989,1999
35,6/21/1981,Kansas State,Retired,2,73,"Pierce, Terry",,251,2003,2004
24,7/20/1992,Georgia,Active,2,71,"Mitchell, Malcolm",WR,200,,
,5/7/1896,Colgate,Retired,1,74,"West, Belf",,200,1921,1921
,12/29/1894,Georgetown,Retired,1,71,"Leighty, Dutch",,168,1921,1921
,2/3/1944,Minnesota,Retired,1,75,"Gillingham, Gale",,255,1966,1976
27,8/23/1989,Hawaii,Retired,1,70,"Paredes, Corey",,230,2012,2012
,3/9/1926,Oklahoma State,Retired,5,74,"Armstrong, Neill",,189,1947,1951
,11/1/1945,Notre Dame,Retired,5,76,"Seiler, Paul",,260,1967,1973
,3/27/1899,Wis.-Superior,Retired,1,72,"O'Neill, Wally",,195,1925,1925
,12/11/1910,Nebraska,Retired,3,74,"Sauer, George",,208,1935,1937
62,6/29/1954,Arkansas,Retired,3,73,"Kirkland, Mike",,195,1976,1978
43,2/16/1974,Oklahoma State,Retired,6,75,"Langford, Jevon",,293,1996,2001
23,10/16/1993,LSU,Active,2,78,"Hawkins, Jerald",OT,305,,
59,6/26/1957,Arizona State,Retired,1,73,"Apuna, Ben",,222,1980,1980
27,8/24/1989,Auburn,Unsigned free agent,6,73,"Bynes, Josh",OLB,235,,
,2/8/1896,Notre Dame,Retired,1,69,"Pearson, Dud",,165,1922,1922
79,3/30/1938,Cal Poly-Pomona,Retired,1,68,"Ford, Fred",,180,1960,1960
27,3/30/1990,Iowa State,Active,6,70,"Johnson, Leonard",DB,200,,
54,6/9/1962,Illinois State,Retired,1,77,"Garrett, Curtis",,302,1987,1987
40,12/24/1976,Oklahoma,Retired,3,70,"Parker, De'Mond",,185,1999,2001
73,7/28/1943,Baylor,Retired,2,73,"Elkins, Larry",,192,1966,1967
40,1/31/1977,North Dakota,Retired,1,75,"Kleinsasser, Jimmy",,272,1999,2011
,2/15/1898,Georgetown,Retired,1,74,"Ahern, Dan",,200,1921,1921
34,10/8/1982,Nebraska-Omaha,Retired,4,74,"Onatolu, Kenny",,235,2009,2012
,2/27/1929,Ohio State,Retired,5,73,"Gandee, Sonny",,216,1952,1956
86,5/31/1931,Washington State,Retired,2,75,"Barker, Ed",,196,1953,1954
25,12/10/1991,LSU,Active,5,73,"Reid, Eric",FS,213,,
26,5/6/1991,Northwestern,Retired,1,76,"Scott, Tyler",,250,2014,2014
,7/21/1912,San Francisco,Retired,7,75,"Barber, Jim",,223,1935,1941
32,11/4/1984,North Carolina,Retired,1,74,"Edwards, Larry",,235,2007,2007
,9/10/1917,Wake Forest,Retired,1,69,"Gallovich, Tony",,170,1941,1941
34,1/29/1983,Houston,Unsigned free agent,1,74,"Gafford, Thomas",LS,244,,
41,6/23/1975,Michigan,Retired,3,74,"Floyd, Chris",,235,1998,2000
24,7/20/1992,Utah,Active,2,74,"Anderson, Dres",WR,190,,
27,8/10/1989,Utah,Retired,1,73,"Lee, Moe",,191,2013,2013
35,9/28/1981,Michigan,Retired,9,76,"Baas, David",,312,2005,2013
24,5/3/1993,Towson,Active,2,72,"Smith, Tye",CB,195,,
53,6/4/1964,Northwestern State-Louisiana,Retired,2,75,"Fears, Willie",,278,1987,1990
85,4/10/1932,Auburn,Retired,1,73,"Atkins, George",,210,1955,1955
70,1/5/1947,Indiana,Retired,4,75,"Isenbarger, John",,203,1970,1973
34,10/21/1982,UCLA,Retired,7,75,"Chillar, Brandon",,237,2004,2010
66,8/17/1950,Arizona State,Retired,1,73,"Demery, Calvin",,190,1972,1972
84,1/3/1933,Missouri,Retired,1,74,"Eaton, Vic",,200,1955,1955
50,2/20/1967,Boston College,Retired,6,72,"Waddle, Tom",,185,1989,1994
31,2/17/1986,Toledo,Active,1,74,"Kern, Brett",P,214,,
47,1/23/1970,Purdue,Retired,6,74,"Schwantz, Jim",,240,1992,1998
25,8/16/1991,Central Florida,Active,5,72,"Bouye, A.J.",CB,191,,
,2/15/1905,No College,Retired,1,,"Werwaiss, Mule",,235,1926,1926
40,10/14/1976,Massachusetts,Retired,3,75,"Samuel, Khari",,240,1999,2001
46,3/19/1971,Tennessee,Retired,2,73,"Fleming, Cory",,216,1994,1995
43,11/6/1973,Texas,Retired,6,71,"Allen, Taje",,184,1997,2002
25,5/14/1992,Nebraska,Active,1,81,"Sterup, Zach",OT,318,,
49,7/27/1967,Texas State,Retired,6,78,"Novak, Jeff",,297,1993,1998
,5/5/1926,Texas,Retired,2,71,"Vasicek, Vic",,223,1949,1950
24,6/19/1992,Alabama,Active,4,74,"Mosley, C.J.",ILB,241,,
63,9/11/1953,Colorado,Retired,1,69,"Perry, Rod",,178,1975,1984
50,10/19/1966,Oregon Tech,Retired,6,71,"Lewis, Nate",,198,1990,1995
44,3/13/1973,Michigan,Retired,3,79,"Jenkins, Trezelle",,317,1995,1997
25,12/31/1991,LSU,Active,4,73,"Wright, James",WR,201,,
60,12/19/1956,Northwestern,Retired,1,75,"Ardizzone, Tony",,240,1979,1979
71,7/13/1945,Xavier (Ohio),Retired,9,73,"Abramowicz, Danny",,195,1967,1975
61,12/16/1955,Ohio State,Retired,8,75,"Ward, Chris",,267,1978,1986
31,6/23/1985,Washington,Unsigned free agent,7,73,"Reece, Marcel",FB,250,,
27,12/20/1989,Langston,Retired,2,71,"Dennard, Antonio",,190,2012,2014
38,4/4/1979,Notre Dame,Retired,4,79,"Vollers, Kurt",,300,2002,2005
35,3/20/1982,Virginia,Retired,1,70,"Hardy, Jermaine",,213,2005,2007
65,8/14/1951,LSU,Retired,2,73,"Capone, Warren",,218,1975,1976
35,8/16/1981,Western Kentucky,Retired,3,76,"Oakley, Anthony",,298,2006,2008
,2/13/1900,Centenary,Retired,1,71,"Schwarzer, Ted",,190,1926,1926
27,4/30/1990,Eastern Kentucky,Retired,1,76,"Goard, Tyrone",,205,2013,2013
37,11/19/1979,Penn State,Retired,9,73,"Johnson, Larry",,235,2003,2011
33,11/3/1983,Penn State,Active,1,75,"Hali, Tamba",OLB,275,,
51,3/7/1966,Miami (Fla.),Retired,2,73,"Feagles, Jeff",,215,1988,2009
26,12/31/1990,Iowa,Active,5,72,"Hyde, Micah",SS,197,,
,7/19/1892,Bethany (W.V.),Retired,1,69,"MacWherter, Kile",,210,1920,1920
52,9/20/1964,Notre Dame,Retired,2,74,"Lanza, Chuck",,263,1988,1989
29,9/19/1987,California (PA),Retired,5,75,"Campbell, Tommie",,198,2011,2015
32,11/5/1984,Arizona,Active,1,73,"Folk, Nick",K,222,,
44,7/31/1972,Alabama,Retired,7,72,"Langham, Antonio",,190,1994,2000
25,3/29/1992,Nevada,Retired,1,74,"Fajardo, Cody",,225,2015,2015
24,4/9/1993,Washington State,Active,2,76,"Dahl, Joe",OG,305,,
83,6/3/1934,Emporia State,Retired,1,76,"Danenhauer, Bill",,245,1960,1960
48,2/7/1969,Texas A&M,Retired,3,73,"Richardson, Bucky",,228,1992,1994
31,9/23/1985,East Carolina,Unsigned free agent,1,71,"Johnson, Chris",RB,203,,
55,11/8/1961,Minnesota,Retired,2,76,"Carroll, Jay",,230,1984,1985
47,4/10/1970,Pittsburgh,Retired,1,77,"Gilbert, Sean",,318,1992,2003
33,5/15/1984,Iowa,Retired,4,75,"Mattison, Bryan",,310,2008,2012
27,6/10/1989,Alabama,Retired,4,72,"Chapman, Josh",,340,2012,2015
33,7/6/1983,Texas Christian,Retired,2,75,"Fitch, Zarnell",,320,2006,2007
44,6/10/1972,Miami (Fla.),Retired,2,70,"Richardson, C.J.",,209,1995,1997
70,8/16/1946,Tennessee,Retired,1,71,"Weatherford, Jim",,186,1969,1969
,3/27/1902,No College,Retired,2,69,"Risvold, Ray",,170,1927,1928
,6/15/1905,Oregon,Retired,2,72,"Lillard, Joe",,185,1932,1933
27,1/25/1990,Missouri,Active,6,76,"Brinkley, Beau",LS,260,,
30,9/24/1986,Montana State,Retired,1,76,"Hansen, Jeff",,301,2010,2010
27,2/2/1990,Arizona State,Active,3,72,"Ross, Rashad",WR,180,,
,8/10/1917,Manhattan,Retired,1,70,"Marone, Sal",,195,1943,1943
57,12/31/1959,Wake Forest,Retired,1,76,"Baldinger, Rich",,285,1982,1993
24,6/22/1992,Rutgers,Active,3,78,"Coleman, Brandon",WR,225,,
67,12/13/1949,Michigan,Retired,1,76,"Keller, Mike",,221,1972,1972
,4/7/1911,St. Mary's (CA),Retired,2,72,"Mattos, Harry",,198,1936,1937
32,12/3/1984,Notre Dame,Retired,1,71,"Thomas, Travis",,215,2008,2008
30,7/22/1986,Kentucky,Unsigned free agent,1,74,"Johnson, Steve",WR,207,,
45,7/3/1971,McNeese State,Retired,5,74,"Irving, Terry",,236,1994,1998
63,8/25/1953,Texas,Retired,1,77,"English, Doug",,255,1975,1985
42,9/1/1974,Northwestern,Retired,1,69,"Martin, Chris",,184,1996,1996
,10/6/1925,Oklahoma State,Retired,1,73,"Fenimore, Bob",,195,1947,1947
46,3/16/1971,Penn State,Retired,3,74,"Ravotti, Eric",,250,1994,1996
74,3/2/1943,North Carolina,Retired,7,74,"Gallagher, Frank",,245,1967,1973
73,12/30/1943,Florida,Retired,5,75,"Gagner, Larry",,240,1966,1972
29,11/11/1987,Buffalo,Retired,3,70,"Newton, Mike",,207,2010,2012
,11/1/1911,Wisconsin,Retired,4,74,"Schneller, John",,204,1933,1936
25,9/14/1991,San Diego State,Unsigned free agent,6,70,"Hillman, Ronnie",RB,195,,
,10/2/1905,Minnesota,Retired,1,72,"Gibson, George",,210,1930,1930
56,10/16/1960,Florida State,Retired,1,72,"Paige, Lee",,197,1987,1987
25,10/17/1991,North Dakota State,Active,4,77,"Turner, Billy",OG,310,,
29,6/19/1987,Baylor,Retired,2,72,"Baker, Mikail",,205,2011,2012
72,3/16/1945,Drake,Retired,1,77,"Mayes, Ben",,265,1969,1969
69,7/31/1947,Florida A&M,Retired,1,72,"Edwards, Glen",,185,1971,1981
51,4/3/1966,West Virginia,Retired,9,70,"Orlando, Bo",,180,1990,1998
66,8/1/1950,Iowa State,Retired,3,75,"Carlson, Dean",,210,1972,1974
30,6/28/1986,Ohio State,Retired,1,72,"Johnson, Dionte",,238,2008,2008
64,5/24/1953,Sam Houston State,Retired,2,71,"Satterwhite, Howard",,185,1976,1977
