player,position,C,D,LW,RW,retire_year,retire_age,years_played
Ivan Baranka\baraniv01,D,0,1,0,0,2008,22,1
Ivan Barbashev\barbaiv01,C,1,0,0,0,2017,21,1
Ivan Majesky\majesiv01,D,0,1,0,0,2006,29,1
Ivan Provorov\provoiv01,D,0,1,0,0,2017,20,1
Ivan Vishnevskiy\vishniv01,D,0,1,0,0,2010,21,2
J.C. Lipon\liponj.01,RW,0,0,0,1,2016,22,1
J.P. Dumont\dumonjp01,RW,0,0,0,1,2011,32,6
J.P. Vigier\vigiejp01,RW,0,0,0,1,2009,30,2
J.T. Brown\brownjt01,RW,0,0,0,1,2017,26,6
J.T. Compher\comphj.01,LW,0,0,1,0,2017,21,1
J.T. Miller\millejt01,LW,0,0,1,0,2017,23,5
J.T. Wyman\wymanja01,RW,0,0,0,1,2013,26,4
Jaccob Slavin\slavija01,D,0,1,0,0,2017,22,2
Jack Eichel\eicheja01,C,1,0,0,0,2017,20,2
Jack Hillen\hilleja01,D,0,1,0,0,2015,29,8
Jack Johnson\johnsja02,D,0,1,0,0,2017,30,11
Jack Roslovic\rosloja01,C,1,0,0,0,2017,20,1
Jack Skille\skillja01,RW,0,0,0,1,2017,29,10
Jacob Josefson\josefja01,C,1,0,0,0,2017,25,7
Jacob Larsson\larssja01,D,0,1,0,0,2017,19,1
Jacob Trouba\troubja01,D,0,1,0,0,2017,22,4
Jacob de La Rose\delarja01,LW,0,0,1,0,2017,21,3
Jaden Schwartz\schwaja01,LW,0,0,1,0,2017,24,6
Jaime Sifers\siferja01,D,0,1,0,0,2010,27,2
Jake Dotchin\dotchja01,D,0,1,0,0,2017,22,1
Jake Dowell\dowelja01,C,1,0,0,0,2014,28,7
Jake Gardiner\gardija01,D,0,1,0,0,2017,26,6
Jake Guentzel\guentja01,C,1,0,0,0,2017,22,1
Jake McCabe\mccabja01,D,0,1,0,0,2017,23,4
Jake Muzzin\muzzija01,D,0,1,0,0,2017,27,7
Jake Virtanen\virtaja01,RW,0,0,0,1,2017,20,2
Jakob Chychrun\chychja01,D,0,1,0,0,2017,18,1
Jakob Forsbacka Karlsson\forsbja01,C,1,0,0,0,2017,20,1
Jakob Silfverberg\silfvja01,RW,0,0,0,1,2017,26,5
Jakub Kindl\kindlja01,D,0,1,0,0,2017,29,8
Jakub Klepis\klepija01,C,1,0,0,0,2009,22,2
Jakub Nakladal\naklaja01,D,0,1,0,0,2017,29,2
Jakub Petruzalek\petruja01,C,1,0,0,0,2009,23,1
Jakub Voracek\voracja01,RW,0,0,0,1,2017,27,9
Jakub Vrana\vranaja01,LW,0,0,1,0,2017,20,1
Jamal Mayers\mayerja01,RW,0,0,0,1,2013,38,8
James Neal\nealja01,RW,0,0,0,1,2017,29,9
James Sheppard\sheppja01,LW,0,0,1,0,2015,26,8
James Wisniewski\wisnija01,D,0,1,0,0,2016,31,11
James Wright\wrighja02,C,1,0,0,0,2014,23,5
James van Riemsdyk\vanrija01,LW,0,0,1,0,2017,27,8
Jamie Allison\allisja01,D,0,1,0,0,2006,30,1
Jamie Arniel\arnieja01,C,1,0,0,0,2011,21,1
Jamie Benn\bennja01,LW,0,0,1,0,2017,27,8
Jamie Devane\devanja01,LW,0,0,1,0,2014,22,1
Jamie Doornbosch\doornja01,D,0,1,0,0,2011,20,1
Jamie Fraser\fraseja01,D,0,1,0,0,2009,23,1
Jamie Fritsch\fritsja01,D,0,1,0,0,2009,23,1
Jamie Heward\hewarja01,D,0,1,0,0,2009,37,4
Jamie Hunt\huntja01,D,0,1,0,0,2009,22,1
Jamie Langenbrunner\langeja01,RW,0,0,0,1,2013,37,8
Jamie Lundmark\lundmja01,C,1,0,0,0,2010,29,5
Jamie McBain\mcbaija02,D,0,1,0,0,2017,28,8
Jamie McGinn\mcginja01,LW,0,0,1,0,2017,28,9
Jamie Oleksiak\oleksja01,D,0,1,0,0,2017,24,5
Jamie Pushor\pushoja01,D,0,1,0,0,2006,32,1
Jamie Rivers\riverja01,D,0,1,0,0,2009,31,2
Jamie Tardif\tardija01,RW,0,0,0,1,2013,28,1
Jan Bulis\bulisja01,LW,0,0,1,0,2009,28,2
Jan Hejda\hejdaja01,D,0,1,0,0,2015,36,9
Jan Hlavac\hlavaja01,LW,0,0,1,0,2008,31,1
Jan Hrdina\hrdinja01,C,1,0,0,0,2006,29,1
Jan Mursak\mursaja01,LW,0,0,1,0,2013,25,3
Jani Rita\ritaja01,LW,0,0,1,0,2006,24,1
Janis Sprukts\sprukja01,C,1,0,0,0,2009,27,3
Janne Niinimaa\niinija01,D,0,1,0,0,2009,31,2
Janne Niskala\niskaja01,D,0,1,0,0,2009,27,1
Janne Pesonen\pesonja01,LW,0,0,1,0,2009,26,1
Jannik Hansen\hanseja01,RW,0,0,0,1,2017,30,10
Jared Boll\bollja01,RW,0,0,0,1,2017,30,10
Jared Cowen\cowenja01,D,0,1,0,0,2016,25,7
Jared McCann\mccanja01,C,1,0,0,0,2017,20,2
Jared Ross\rossja01,C,1,0,0,0,2010,27,2
Jared Spurgeon\spurgja01,D,0,1,0,0,2017,27,7
Jared Staal\staalja01,RW,0,0,0,1,2013,22,1
Jarkko Immonen\immonja01,C,1,0,0,0,2009,24,2
Jarkko Ruutu\ruutuja01,RW,0,0,0,1,2011,35,6
Jarod Palmer\palmeja01,RW,0,0,0,1,2012,25,1
Jarome Iginla\iginlja01,RW,0,0,0,1,2017,39,12
Jaromir Jagr\jagrja01,RW,0,0,0,1,2017,44,12
Jaroslav Balastik\balasja01,LW,0,0,1,0,2009,27,2
Jaroslav Hlinka\hlinkja01,LW,0,0,1,0,2008,31,1
Jaroslav Modry\modryja01,D,0,1,0,0,2009,36,3
Jaroslav Spacek\spaceja01,D,0,1,0,0,2012,37,7
Jaroslav Svoboda\svoboja01,LW,0,0,1,0,2006,25,1
Jarred Tinordi\tinorja01,D,0,1,0,0,2016,23,4
Jarret Stoll\stollja01,C,1,0,0,0,2016,33,11
Jason Akeson\akesoja01,RW,0,0,0,1,2015,24,3
Jason Allison\allisja02,C,1,0,0,0,2006,30,1
Jason Arnott\arnotja01,C,1,0,0,0,2012,37,7
Jason Blake\blakeja01,LW,0,0,1,0,2012,38,7
Jason Chimera\chimeja01,LW,0,0,1,0,2017,37,12
Jason Demers\demerja01,D,0,1,0,0,2017,28,8
Jason Dickinson\dickija01,C,1,0,0,0,2017,21,2
Jason Garrison\garrija01,D,0,1,0,0,2017,32,9
Jason Jaffray\jaffrja01,RW,0,0,0,1,2012,30,5
Jason King\kingja01,RW,0,0,0,1,2008,26,1
Jason Krog\krogja01,C,1,0,0,0,2009,33,3
Jason Marshall\marshja02,D,0,1,0,0,2006,34,1
Jason Morgan\morgaja01,C,1,0,0,0,2009,30,2
Jason Pominville\pominja01,RW,0,0,0,1,2017,34,12
Jason Ryznar\ryznaja01,LW,0,0,1,0,2006,22,1
Jason Smith\smithja01,D,0,1,0,0,2009,35,4
Jason Spezza\spezzja01,C,1,0,0,0,2017,33,12
Jason Strudwick\strudja01,D,0,1,0,0,2011,35,6
Jason Ward\wardja01,RW,0,0,0,1,2009,30,4
Jason Wiemer\wiemeja01,LW,0,0,1,0,2006,29,1
Jason Williams\willija01,RW,0,0,0,1,2012,31,7
Jason Woolley\woollja01,D,0,1,0,0,2006,36,1
Jason York\yorkja01,D,0,1,0,0,2009,36,1
Jason Zucker\zuckeja01,LW,0,0,1,0,2017,25,6
Jassen Cullimore\cullija01,D,0,1,0,0,2011,38,6
Jay Beagle\beaglja01,RW,0,0,0,1,2017,31,9
Jay Bouwmeester\bouwmja01,D,0,1,0,0,2017,33,12
Jay Harrison\harrija01,D,0,1,0,0,2015,32,10
Jay Leach\leachja02,D,0,1,0,0,2011,31,6
Jay McClement\mccleja01,C,1,0,0,0,2017,33,12
Jay McKee\mckeeja01,D,0,1,0,0,2010,32,5
Jay Pandolfo\pandoja01,RW,0,0,0,1,2013,38,8
Jay Rosehill\rosehja01,LW,0,0,1,0,2014,28,5
Jaycob Megna\megnaja02,D,0,1,0,0,2017,24,1
Jayson Megna\megnaja01,C,1,0,0,0,2017,26,4
Jean-Francois Jacques\jacquje01,LW,0,0,1,0,2012,26,7
Jean-Gabriel Pageau\pageaje01,C,1,0,0,0,2017,24,5
Jean-Philippe Cote\coteje01,D,0,1,0,0,2014,31,9
Jean-Sebastien Dea\deaje01,C,1,0,0,0,2017,22,1
Jed Ortmeyer\ortmeje01,RW,0,0,0,1,2012,33,7
Jeff Carter\carteje01,C,1,0,0,0,2017,32,12
Jeff Cowan\cowanje01,RW,0,0,0,1,2009,31,3
Jeff Finger\fingeje01,D,0,1,0,0,2010,30,4
Jeff Friesen\friesje01,LW,0,0,1,0,2009,30,2
Jeff Giuliano\giulije01,LW,0,0,1,0,2008,28,3
Jeff Halpern\halpeje01,C,1,0,0,0,2014,37,9
Jeff Hamilton\hamilje01,RW,0,0,0,1,2009,31,4
Jeff Hoggan\hoggaje01,RW,0,0,0,1,2010,31,5
Jeff Jillson\jillsje01,D,0,1,0,0,2006,25,1
Jeff O'Neill\oneilje01,RW,0,0,0,1,2009,30,2
Jeff Penner\penneje01,D,0,1,0,0,2010,22,1
Jeff Petry\petryje01,D,0,1,0,0,2017,29,7
Jeff Schultz\schulje02,D,0,1,0,0,2016,29,10
Jeff Skinner\skinnje01,RW,0,0,0,1,2017,24,7
Jeff Taffe\taffeje01,LW,0,0,1,0,2012,30,7
Jeff Tambellini\tambeje01,LW,0,0,1,0,2011,26,6
Jeff Woywitka\woywije01,D,0,1,0,0,2012,28,7
Jere Lehtinen\lehtije01,RW,0,0,0,1,2010,36,5
Jeremy Colliton\collije01,C,1,0,0,0,2011,26,6
Jeremy Morin\morinje01,RW,0,0,0,1,2015,23,5
Jeremy Reich\reichje01,LW,0,0,1,0,2009,28,2
Jeremy Roenick\roenije01,C,1,0,0,0,2009,39,4
Jeremy Stevenson\steveje01,LW,0,0,1,0,2006,31,1
Jeremy Welsh\welshje01,LW,0,0,1,0,2016,27,5
Jeremy Williams\willije01,RW,0,0,0,1,2011,27,6
Jerome Samson\samsoje01,RW,0,0,0,1,2012,24,3
Jerred Smithson\smithje01,RW,0,0,0,1,2014,34,9
Jerry D'Amigo\damigje01,RW,0,0,0,1,2015,23,2
Jesper Fast\fastje01,RW,0,0,0,1,2017,25,4
Jesse Blacker\blackje01,D,0,1,0,0,2015,23,1
Jesse Boulerice\bouleje01,RW,0,0,0,1,2009,30,4
Jesse Joensuu\joensje01,RW,0,0,0,1,2015,27,7
Jesse Puljujarvi\puljuje01,RW,0,0,0,1,2017,18,1
Jesse Schultz\schulje01,RW,0,0,0,1,2009,24,1
Jesse Winchester\winchje01,RW,0,0,0,1,2014,30,7
Jim Campbell\campbji01,RW,0,0,0,1,2006,32,1
Jim Dowd\dowdji01,C,1,0,0,0,2009,39,3
Jim Fahey\faheyji01,D,0,1,0,0,2009,27,2
Jim O'Brien\obrieji01,C,1,0,0,0,2016,27,6
Jim Slater\slateji01,C,1,0,0,0,2015,32,10
Jim Vandermeer\vandeji01,D,0,1,0,0,2012,31,7
Jimmy Hayes\hayesji01,RW,0,0,0,1,2017,27,6
Jimmy Vesey\veseyji02,LW,0,0,1,0,2017,23,1
Jiri Fischer\fischji01,D,0,1,0,0,2006,25,1
Jiri Hudler\hudleji01,RW,0,0,0,1,2017,33,12
Jiri Novotny\novotji01,C,1,0,0,0,2009,25,4
Jiri Sekac\sekacji01,LW,0,0,1,0,2016,23,2
Jiri Slegr\slegrji01,D,0,1,0,0,2006,34,1
Jiri Tlusty\tlustji01,LW,0,0,1,0,2016,27,9
Joakim Andersson\anderjo03,C,1,0,0,0,2016,26,5
Joakim Lindstrom\lindsjo01,LW,0,0,1,0,2015,31,10
Joakim Nordstrom\nordsjo02,LW,0,0,1,0,2017,24,4
Jochen Hecht\hechtjo01,LW,0,0,1,0,2013,35,8
Jody Shelley\shelljo01,LW,0,0,1,0,2013,36,8
Joe Callahan\callajo02,D,0,1,0,0,2011,28,3
Joe Colborne\colbojo01,C,1,0,0,0,2017,27,7
Joe Corvo\corvojo01,D,0,1,0,0,2014,36,9
Joe DiPenta\dipenjo01,D,0,1,0,0,2009,28,3
Joe Finley\finlejo01,D,0,1,0,0,2013,25,2
Joe Jensen\jensejo01,C,1,0,0,0,2008,24,1
Joe Motzko\motzkjo01,RW,0,0,0,1,2009,28,4
Joe Nieuwendyk*\nieuwjo01,C,1,0,0,0,2009,40,2
Joe Pavelski\paveljo01,C,1,0,0,0,2017,32,11
Joe Piskula\piskujo01,D,0,1,0,0,2015,30,9
Joe Sakic*\sakicjo01,C,1,0,0,0,2009,39,4
Joe Thornton\thornjo01,C,1,0,0,0,2017,37,12
Joe Vitale\vitaljo01,C,1,0,0,0,2016,30,6
Joe Whitney\whitnjo01,RW,0,0,0,1,2015,26,2
Joel Armia\armiajo01,RW,0,0,0,1,2017,23,3
Joel Bouchard\bouchjo01,D,0,1,0,0,2006,32,1
Joel Edmundson\edmunjo01,D,0,1,0,0,2017,23,2
Joel Eriksson Ek\eriksjo02,LW,0,0,1,0,2017,20,1
Joel Hanley\hanlejo01,D,0,1,0,0,2017,25,2
Joel Kwiatkowski\kwiatjo01,D,0,1,0,0,2009,30,3
Joel Lundqvist\lundqjo01,C,1,0,0,0,2009,26,3
Joel Perrault\perrajo01,C,1,0,0,0,2011,27,6
Joel Rechlicz\rechljo01,RW,0,0,0,1,2012,24,4
Joel Vermin\vermijo01,RW,0,0,0,1,2017,24,2
Joel Ward\wardjo02,RW,0,0,0,1,2017,36,11
Joey Crabb\crabbjo01,RW,0,0,0,1,2014,30,6
Joey Hishon\hishojo01,C,1,0,0,0,2015,23,1
Joey Mormina\mormijo01,D,0,1,0,0,2008,25,1
Joey Tenute\tenutjo01,C,1,0,0,0,2006,22,1
Joffrey Lupul\lupuljo01,RW,0,0,0,1,2016,32,11
Johan Franzen\franzjo01,RW,0,0,0,1,2016,36,11
Johan Harju\harjujo01,LW,0,0,1,0,2011,24,1
Johan Larsson\larssjo02,LW,0,0,1,0,2017,24,5
Johan Motin\motinjo01,D,0,1,0,0,2010,20,1
Johan Sundstrom\sundsjo01,C,1,0,0,0,2014,21,1
John Albert\alberjo01,C,1,0,0,0,2014,25,1
John Carlson\carlsjo01,D,0,1,0,0,2017,27,8
John Erskine\erskijo01,D,0,1,0,0,2014,33,9
John Hayden\haydejo01,LW,0,0,1,0,2017,21,1
John Klingberg\klingjo01,D,0,1,0,0,2017,24,3
John LeClair\leclajo01,LW,0,0,1,0,2009,37,2
John Madden\maddejo01,C,1,0,0,0,2012,38,7
John McCarthy\mccarjo01,LW,0,0,1,0,2016,29,7
John McFarland\mcfarjo01,LW,0,0,1,0,2016,23,1
John Mitchell\mitchjo01,C,1,0,0,0,2017,32,9
John Moore\moorejo01,D,0,1,0,0,2017,26,7
John Negrin\negrijo01,D,0,1,0,0,2009,19,1
John Persson\perssjo01,LW,0,0,1,0,2014,21,1
John Pohl\pohljo01,RW,0,0,0,1,2009,28,3
John Quenneville\quennjo02,C,1,0,0,0,2017,20,1
John Ramage\ramagjo01,D,0,1,0,0,2016,24,2
John Scott\scottjo01,LW,0,0,1,0,2016,33,8
John Tavares\tavarjo01,C,1,0,0,0,2017,26,8
John Zeiler\zeilejo01,RW,0,0,0,1,2011,28,5
John-Michael Liles\lilesjo01,D,0,1,0,0,2017,36,12
Johnny Boychuk\boychjo01,D,0,1,0,0,2017,33,10
Johnny Gaudreau\gaudrjo01,LW,0,0,1,0,2017,23,4
Johnny Oduya\oduyajo01,D,0,1,0,0,2017,35,11
Jon DiSalvatore\disaljo01,RW,0,0,0,1,2012,30,7
Jon Kalinski\kalinjo01,C,1,0,0,0,2010,22,2
Jon Klemm\klemmjo01,D,0,1,0,0,2009,38,3
Jon Marchessault\audymjo01,C,1,0,0,0,2017,26,5
Jon Matsumoto\matsujo01,C,1,0,0,0,2012,25,2
Jon Rheault\rheaujo01,RW,0,0,0,1,2013,26,1
Jon Sim\simjo01,RW,0,0,0,1,2011,33,6
Jonas Andersson\anderjo02,RW,0,0,0,1,2011,29,1
Jonas Brodin\brodijo01,D,0,1,0,0,2017,23,5
Jonas Frogren\frogrjo01,D,0,1,0,0,2009,28,1
Jonas Holos\holosjo01,D,0,1,0,0,2011,23,1
Jonas Johansson\johanjo02,RW,0,0,0,1,2006,21,1
Jonas Junland\junlajo01,D,0,1,0,0,2010,22,2
Jonas Nordqvist\nordqjo01,C,1,0,0,0,2009,24,1
Jonathan Cheechoo\cheecjo01,RW,0,0,0,1,2010,29,5
Jonathan Drouin\drouijo01,LW,0,0,1,0,2017,21,3
Jonathan Ericsson\ericsjo01,D,0,1,0,0,2017,32,10
Jonathan Ferland\ferlajo01,RW,0,0,0,1,2006,22,1
Jonathan Filewich\filewjo01,RW,0,0,0,1,2008,23,1
Jonathan Hedstrom\hedstjo01,RW,0,0,0,1,2006,28,1
Jonathan Huberdeau\huberjo01,LW,0,0,1,0,2017,23,5
Jonathan Racine\racinjo01,D,0,1,0,0,2014,20,1
Jonathan Sigalet\sigaljo02,D,0,1,0,0,2009,20,1
Jonathan Toews\toewsjo01,C,1,0,0,0,2017,28,10
Jonathon Blum\blumjo02,D,0,1,0,0,2015,26,5
Jonathon Merrill\merrijo01,D,0,1,0,0,2017,24,4
Joni Pitkanen\pitkajo01,D,0,1,0,0,2013,29,8
Jonny Brodzinski\brodzjo01,C,1,0,0,0,2017,23,1
Joonas Donskoi\donskjo01,RW,0,0,0,1,2017,24,2
Joonas Kemppainen\kemppjo01,C,1,0,0,0,2016,27,1
Joonas Nattinen\nattijo01,C,1,0,0,0,2014,23,1
Joonas Rask\raskjo01,C,1,0,0,0,2013,22,1
Jordan Caron\caronjo01,RW,0,0,0,1,2016,25,6
Jordan Eberle\eberljo01,RW,0,0,0,1,2017,26,7
Jordan Hendry\hendrjo02,D,0,1,0,0,2013,28,6
Jordan Leopold\leopojo01,D,0,1,0,0,2015,34,10
Jordan Martinook\martijo01,LW,0,0,1,0,2017,24,3
Jordan Nolan\nolanjo01,C,1,0,0,0,2017,27,6
Jordan Oesterle\oestejo01,D,0,1,0,0,2017,24,3
Jordan Schmaltz\schmajo01,D,0,1,0,0,2017,23,1
Jordan Schroeder\schrojo01,C,1,0,0,0,2017,26,5
Jordan Smotherman\lavaljo01,LW,0,0,1,0,2009,22,2
Jordan Staal\staaljo01,C,1,0,0,0,2017,28,11
Jordan Szwarz\szwarjo01,RW,0,0,0,1,2015,23,2
Jordan Weal\wealjo01,C,1,0,0,0,2017,24,2
Jordie Benn\bennjo01,D,0,1,0,0,2017,29,6
Jordin Tootoo\tootojo01,RW,0,0,0,1,2017,33,12
Jori Lehtera\lehtejo01,C,1,0,0,0,2017,29,3
Josef Melichar\melicjo01,D,0,1,0,0,2009,30,4
Josef Vasicek\vasicjo01,C,1,0,0,0,2009,27,3
Joseph Blandisi\blandjo01,LW,0,0,1,0,2017,22,2
Joseph Cramarossa\cramajo01,LW,0,0,1,0,2017,24,1
Joseph Labate\labatjo01,C,1,0,0,0,2017,23,1
Joseph Morrow\morrojo02,D,0,1,0,0,2017,24,3
Josh Anderson\anderjo05,RW,0,0,0,1,2017,22,3
Josh Archibald\archijo01,RW,0,0,0,1,2017,24,2
Josh Bailey\bailejo01,RW,0,0,0,1,2017,27,9
Josh Gorges\gorgejo01,D,0,1,0,0,2017,32,12
Josh Gratton\grattjo01,LW,0,0,1,0,2009,26,4
Josh Green\greenjo01,LW,0,0,1,0,2012,34,7
Josh Hennessy\hennejo01,C,1,0,0,0,2012,26,6
Josh Jooris\joorijo01,RW,0,0,0,1,2017,26,3
Josh Langfeld\langfjo01,RW,0,0,0,1,2009,30,3
Josh Leivo\leivojo01,RW,0,0,0,1,2017,23,4
Josh Manson\mansojo01,D,0,1,0,0,2017,25,3
Josh Morrissey\morrijo04,D,0,1,0,0,2017,21,2
Joshua Ho-Sang\hosanjo01,RW,0,0,0,1,2017,21,1
Jozef Balej\balejjo01,RW,0,0,0,1,2006,23,1
Jozef Stumpel\stumpjo01,RW,0,0,0,1,2009,35,3
Jujhar Khaira\khairju01,LW,0,0,1,0,2017,22,2
Julian Melchiori\melchju01,D,0,1,0,0,2017,25,4
Julien Brouillette\brouiju01,D,0,1,0,0,2015,28,2
Julius Honka\honkaju01,D,0,1,0,0,2017,21,1
Junior Lessard\lessaju01,RW,0,0,0,1,2009,27,3
Juraj Kolnik\kolniju01,RW,0,0,0,1,2009,26,2
Jussi Jokinen\jokinju01,LW,0,0,1,0,2017,33,12
Jussi Timonen\timonju01,D,0,1,0,0,2009,23,1
Justin Abdelkader\abdelju01,LW,0,0,1,0,2017,29,10
Justin Bailey\baileju01,RW,0,0,0,1,2017,21,2
Justin Braun\braunju01,D,0,1,0,0,2017,29,7
Justin Dibenedetto\dibenju01,LW,0,0,1,0,2011,22,1
Justin Dowling\dowliju01,C,1,0,0,0,2017,26,1
Justin Falk\falkju01,D,0,1,0,0,2017,28,8
Justin Faulk\faulkju01,D,0,1,0,0,2017,24,6
Justin Florek\floreju01,LW,0,0,1,0,2014,23,1
Justin Fontaine\fontaju01,RW,0,0,0,1,2016,28,3
Justin Hodgman\hodgmju01,C,1,0,0,0,2015,26,1
Justin Johnson\johnsju01,RW,0,0,0,1,2014,32,1
Justin Mercier\merciju01,LW,0,0,1,0,2010,22,1
Justin Schultz\schulju01,D,0,1,0,0,2017,26,5
Justin Shugg\shuggju01,RW,0,0,0,1,2015,23,1
Justin Williams\williju01,RW,0,0,0,1,2017,35,12
Jyrki Jokipakka\jokipjy01,D,0,1,0,0,2017,25,3
Kael Mouillierat\mouilka01,LW,0,0,1,0,2016,28,2
Kalle Kossila\kossika01,LW,0,0,1,0,2017,23,1
Kamil Kreps\krepska01,C,1,0,0,0,2010,25,4
Karel Rachunek\rachuka01,D,0,1,0,0,2009,28,2
Karl Alzner\alzneka01,D,0,1,0,0,2017,28,9
Karl Stewart\stewaka01,LW,0,0,1,0,2009,24,3
Karl Stollery\stollka01,D,0,1,0,0,2017,29,4
Karlis Skrastins\skraska01,D,0,1,0,0,2011,36,6
Kaspars Daugavins\daugaka01,LW,0,0,1,0,2013,24,4
Kasperi Kapanen\kapanka01,RW,0,0,0,1,2017,20,2
Keaton Ellerby\ellerke01,D,0,1,0,0,2015,26,6
Keegan Lowe\loweke02,D,0,1,0,0,2015,21,1
Keith Aucoin\aucoike01,RW,0,0,0,1,2014,35,9
Keith Aulie\aulieke01,D,0,1,0,0,2015,25,5
Keith Ballard\ballake01,D,0,1,0,0,2015,32,10
Keith Carney\carneke01,D,0,1,0,0,2009,37,3
Keith Primeau\primeke02,C,1,0,0,0,2006,34,1
Keith Tkachuk\tkachke01,LW,0,0,1,0,2010,37,5
Keith Yandle\yandlke01,D,0,1,0,0,2017,30,11
Kellan Lain\lainke01,LW,0,0,1,0,2014,24,1
Ken Belanger\belanke01,LW,0,0,1,0,2006,31,1
Ken Klee\kleeke01,D,0,1,0,0,2009,37,4
Kenndal McArdle\mcardke01,LW,0,0,1,0,2012,25,4
Kenny Agostino\agostke01,LW,0,0,1,0,2017,24,4
Kent Huskins\huskike01,D,0,1,0,0,2013,33,7
Kerby Rychel\rycheke01,LW,0,0,1,0,2016,21,2
Kevan Miller\milleke03,D,0,1,0,0,2017,29,4
Kevin Bieksa\biekske01,D,0,1,0,0,2017,35,12
Kevin Colley\colleke01,C,1,0,0,0,2006,27,1
Kevin Connauton\connake01,D,0,1,0,0,2017,26,4
Kevin Czuczman\czuczke01,D,0,1,0,0,2014,23,1
Kevin Dallman\dallmke01,D,0,1,0,0,2009,26,3
Kevin Doell\doellke01,C,1,0,0,0,2008,28,1
Kevin Fiala\fialake01,LW,0,0,1,0,2017,20,3
Kevin Gravel\graveke01,D,0,1,0,0,2017,24,2
Kevin Hayes\hayeske01,RW,0,0,0,1,2017,24,3
Kevin Henderson\hendeke01,LW,0,0,1,0,2013,26,1
Kevin Klein\kleinke01,D,0,1,0,0,2017,32,12
Kevin Labanc\labanke01,RW,0,0,0,1,2017,21,1
Kevin Marshall\marshke01,D,0,1,0,0,2012,22,1
Kevin Porter\porteke01,RW,0,0,0,1,2017,30,9
Kevin Quick\quickke01,D,0,1,0,0,2009,20,1
Kevin Rooney\rooneke01,C,1,0,0,0,2017,23,1
Kevin Shattenkirk\shattke01,D,0,1,0,0,2017,28,7
Kevin Westgarth\westgke01,RW,0,0,0,1,2014,29,6
Kevyn Adams\adamske01,C,1,0,0,0,2009,33,3
Kim Johnsson\johnski01,D,0,1,0,0,2010,33,5
Kimmo Timonen\timonki01,D,0,1,0,0,2015,39,10
Kip Brennan\brennki01,LW,0,0,1,0,2008,27,3
Kirk Maltby\maltbki01,RW,0,0,0,1,2010,37,5
Klas Dahlbeck\dahlbkl01,D,0,1,0,0,2017,25,3
Konstantin Koltsov\koltsko01,LW,0,0,1,0,2006,24,1
Konstantin Pushkarev\pushkko01,RW,0,0,0,1,2009,21,2
Korbinian Holzer\holzeko01,D,0,1,0,0,2017,28,7
Kris Beech\beechkr01,C,1,0,0,0,2009,26,3
Kris Chucko\chuckkr01,RW,0,0,0,1,2009,22,1
Kris Draper\drapekr01,RW,0,0,0,1,2011,39,6
Kris Foucault\foucakr01,LW,0,0,1,0,2012,21,1
Kris Fredheim\fredhkr01,D,0,1,0,0,2012,24,1
Kris Letang\letankr01,D,0,1,0,0,2017,29,11
Kris Newbury\newbukr01,C,1,0,0,0,2014,31,8
Kris Russell\russekr01,D,0,1,0,0,2017,29,10
Kris Versteeg\verstkr01,RW,0,0,0,1,2017,30,10
Kristian Huselius\huselkr01,LW,0,0,1,0,2012,33,7
Krys Barch\barchkr01,RW,0,0,0,1,2014,33,8
Krys Kolanos\kolankr01,C,1,0,0,0,2012,30,7
Krzysztof Oliwa\oliwakr01,LW,0,0,1,0,2006,32,1
Kurt Sauer\sauerku01,D,0,1,0,0,2010,29,5
Kurtis Foster\fosteku01,D,0,1,0,0,2013,31,8
Kurtis Gabriel\gabriku01,RW,0,0,0,1,2017,23,2
Kurtis McLean\mcleaku01,RW,0,0,0,1,2009,28,1
Kyle Baun\baunky01,RW,0,0,0,1,2016,23,2
Kyle Brodziak\brodzky01,C,1,0,0,0,2017,32,12
Kyle Calder\caldeky01,LW,0,0,1,0,2010,31,5
Kyle Chipchura\chipcky01,C,1,0,0,0,2016,29,9
Kyle Clifford\cliffky01,LW,0,0,1,0,2017,26,7
Kyle Connor\connoky01,LW,0,0,1,0,2017,20,1
Kyle Cumiskey\cumisky01,D,0,1,0,0,2015,28,9
Kyle Greentree\greenky01,LW,0,0,1,0,2009,25,2
Kyle McLaren\mclarky01,D,0,1,0,0,2009,30,3
Kyle Okposo\okposky01,RW,0,0,0,1,2017,28,10
Kyle Palmieri\palmiky01,RW,0,0,0,1,2017,25,7
Kyle Quincey\quincky01,D,0,1,0,0,2017,31,12
Kyle Rau\rauky01,C,1,0,0,0,2017,24,2
Kyle Turris\turriky01,C,1,0,0,0,2017,27,10
Kyle Wanvig\wanviky01,RW,0,0,0,1,2009,27,3
Kyle Wellwood\wellwky01,C,1,0,0,0,2013,29,8
Kyle Wilson\wilsoky01,C,1,0,0,0,2012,27,3
Ladislav Nagy\nagyla01,LW,0,0,1,0,2009,28,3
Ladislav Smid\smidla01,D,0,1,0,0,2016,29,10
Lance Bouma\boumala01,LW,0,0,1,0,2017,26,7
Landon Ferraro\ferrala01,C,1,0,0,0,2016,24,3
Landon Wilson\wilsola02,RW,0,0,0,1,2009,33,1
Lane MacDermid\macdela01,LW,0,0,1,0,2014,24,3
Lars Eller\ellerla01,C,1,0,0,0,2017,27,8
Lars Jonsson\jonssla01,D,0,1,0,0,2009,25,1
Lasse Kukkonen\kukkola01,D,0,1,0,0,2009,27,3
